"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"vimplugin-treesitter-grammar-ql","vimplugin-treesitter-grammar-ql","","","","/nix/store/5dcnaqzwzmhlahacwi17jqbpq7hcbf3k-vimplugin-treesitter-grammar-ql","['/nix/store/5dcnaqzwzmhlahacwi17jqbpq7hcbf3k-vimplugin-treesitter-grammar-ql']","/nix/store/rsw73jr6kw1yyp55awwx0vkaqx8ggc1v-vimplugin-treesitter-grammar-ql.drv","cpe:2.3:a:vimplugin-treesitter-grammar-ql:vimplugin-treesitter-grammar-ql::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-ql","","vimplugin-treesitter-grammar-ql","","https://github.com/tree-sitter/tree-sitter-ql","False","","","",""
"vimplugin-treesitter-grammar-qmldir","vimplugin-treesitter-grammar-qmldir","","","","/nix/store/frqaz2w12mfxk7k69cc8ac6n9xhqlnnz-vimplugin-treesitter-grammar-qmldir","['/nix/store/frqaz2w12mfxk7k69cc8ac6n9xhqlnnz-vimplugin-treesitter-grammar-qmldir']","/nix/store/2kw5qrshllcnf7qcyq9dj8bi90rsqi18-vimplugin-treesitter-grammar-qmldir.drv","cpe:2.3:a:vimplugin-treesitter-grammar-qmldir:vimplugin-treesitter-grammar-qmldir::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-qmldir","","vimplugin-treesitter-grammar-qmldir","","https://github.com/Decodetalkers/tree-sitter-qmldir","False","","","",""
"vimplugin-treesitter-grammar-qmljs","vimplugin-treesitter-grammar-qmljs","","","","/nix/store/z1j3lipkz8fm6i5wd3m4cy6j7xn4fqvz-vimplugin-treesitter-grammar-qmljs","['/nix/store/z1j3lipkz8fm6i5wd3m4cy6j7xn4fqvz-vimplugin-treesitter-grammar-qmljs']","/nix/store/n6qg011inqh61c0dml6wqhr836vhkvi8-vimplugin-treesitter-grammar-qmljs.drv","cpe:2.3:a:vimplugin-treesitter-grammar-qmljs:vimplugin-treesitter-grammar-qmljs::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-qmljs","","vimplugin-treesitter-grammar-qmljs","","https://github.com/yuja/tree-sitter-qmljs","False","","","",""
"vimplugin-treesitter-grammar-query","vimplugin-treesitter-grammar-query","","","","/nix/store/zhqf5gs9lglbm6n93as6q2w3n8ds0bq7-vimplugin-treesitter-grammar-query","['/nix/store/zhqf5gs9lglbm6n93as6q2w3n8ds0bq7-vimplugin-treesitter-grammar-query']","/nix/store/fanvs0i99yb7ixz2wld3pmw335ssdi3w-vimplugin-treesitter-grammar-query.drv","cpe:2.3:a:vimplugin-treesitter-grammar-query:vimplugin-treesitter-grammar-query::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-query","","vimplugin-treesitter-grammar-query","","https://github.com/nvim-treesitter/tree-sitter-query","False","","","",""
"vimplugin-treesitter-grammar-r","vimplugin-treesitter-grammar-r","","","","/nix/store/189sx07lyjxijyr0w3fm9mp4pgfzy2v1-vimplugin-treesitter-grammar-r","['/nix/store/189sx07lyjxijyr0w3fm9mp4pgfzy2v1-vimplugin-treesitter-grammar-r']","/nix/store/6gpm8zdv2qpbk7wr6mcml85v8r46r8vr-vimplugin-treesitter-grammar-r.drv","cpe:2.3:a:vimplugin-treesitter-grammar-r:vimplugin-treesitter-grammar-r::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-r","","vimplugin-treesitter-grammar-r","","https://github.com/r-lib/tree-sitter-r","False","","","",""
"vimplugin-treesitter-grammar-racket","vimplugin-treesitter-grammar-racket","","","","/nix/store/85d76r0r21ffg5wnvr1ac34ss9xkpvax-vimplugin-treesitter-grammar-racket","['/nix/store/85d76r0r21ffg5wnvr1ac34ss9xkpvax-vimplugin-treesitter-grammar-racket']","/nix/store/krbqs4707yznki1x6bsgypcpmyfglymp-vimplugin-treesitter-grammar-racket.drv","cpe:2.3:a:vimplugin-treesitter-grammar-racket:vimplugin-treesitter-grammar-racket::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-racket","","vimplugin-treesitter-grammar-racket","","https://github.com/6cdh/tree-sitter-racket","False","","","",""
"vimplugin-treesitter-grammar-ralph","vimplugin-treesitter-grammar-ralph","","","","/nix/store/y8bjhdw6wqxfmz3q39891685mvvcc24x-vimplugin-treesitter-grammar-ralph","['/nix/store/y8bjhdw6wqxfmz3q39891685mvvcc24x-vimplugin-treesitter-grammar-ralph']","/nix/store/jwll6avdwwidl823zbhyfcxrkm3gvzi5-vimplugin-treesitter-grammar-ralph.drv","cpe:2.3:a:vimplugin-treesitter-grammar-ralph:vimplugin-treesitter-grammar-ralph::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-ralph","","vimplugin-treesitter-grammar-ralph","","https://github.com/alephium/tree-sitter-ralph","False","","","",""
"vimplugin-treesitter-grammar-rasi","vimplugin-treesitter-grammar-rasi","","","","/nix/store/70jh871ls814y542djgsi4rbbnwi3kvm-vimplugin-treesitter-grammar-rasi","['/nix/store/70jh871ls814y542djgsi4rbbnwi3kvm-vimplugin-treesitter-grammar-rasi']","/nix/store/vwazfm5hnwmkq23cb7y6vvg2ai1srcdw-vimplugin-treesitter-grammar-rasi.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rasi:vimplugin-treesitter-grammar-rasi::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rasi","","vimplugin-treesitter-grammar-rasi","","https://github.com/Fymyte/tree-sitter-rasi","False","","","",""
"vimplugin-treesitter-grammar-razor","vimplugin-treesitter-grammar-razor","","","","/nix/store/5fq8blw9znlizs95x88zlari3y9hwyn8-vimplugin-treesitter-grammar-razor","['/nix/store/5fq8blw9znlizs95x88zlari3y9hwyn8-vimplugin-treesitter-grammar-razor']","/nix/store/miacycylk9971rjyq0krf428g0xzaf41-vimplugin-treesitter-grammar-razor.drv","cpe:2.3:a:vimplugin-treesitter-grammar-razor:vimplugin-treesitter-grammar-razor::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-razor","","vimplugin-treesitter-grammar-razor","","https://github.com/tris203/tree-sitter-razor","False","","","",""
"vimplugin-treesitter-grammar-rbs","vimplugin-treesitter-grammar-rbs","","","","/nix/store/sqhvgy0wdbgfm7lb70lyamv2zxdfqr20-vimplugin-treesitter-grammar-rbs","['/nix/store/sqhvgy0wdbgfm7lb70lyamv2zxdfqr20-vimplugin-treesitter-grammar-rbs']","/nix/store/dbv5bdrisp6vdp2piqjdhklgsm7w2k8c-vimplugin-treesitter-grammar-rbs.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rbs:vimplugin-treesitter-grammar-rbs::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rbs","","vimplugin-treesitter-grammar-rbs","","https://github.com/joker1007/tree-sitter-rbs","False","","","",""
"vimplugin-treesitter-grammar-re2c","vimplugin-treesitter-grammar-re2c","","","","/nix/store/5nzf8wy851bgc0wlr68q79rjq7i9zhhf-vimplugin-treesitter-grammar-re2c","['/nix/store/5nzf8wy851bgc0wlr68q79rjq7i9zhhf-vimplugin-treesitter-grammar-re2c']","/nix/store/ka1sjflnjvrwy4a8nashaz281pyzycgq-vimplugin-treesitter-grammar-re2c.drv","cpe:2.3:a:vimplugin-treesitter-grammar-re2c:vimplugin-treesitter-grammar-re2c::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-re2c","","vimplugin-treesitter-grammar-re2c","","https://github.com/amaanq/tree-sitter-re2c","False","","","",""
"vimplugin-treesitter-grammar-readline","vimplugin-treesitter-grammar-readline","","","","/nix/store/3p4wb7b58553z4qajbpy5fnw28rws2fk-vimplugin-treesitter-grammar-readline","['/nix/store/3p4wb7b58553z4qajbpy5fnw28rws2fk-vimplugin-treesitter-grammar-readline']","/nix/store/0rp73vd54zghqbfjyknq7kha4hx2ypsy-vimplugin-treesitter-grammar-readline.drv","cpe:2.3:a:vimplugin-treesitter-grammar-readline:vimplugin-treesitter-grammar-readline::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-readline","","vimplugin-treesitter-grammar-readline","","https://github.com/ribru17/tree-sitter-readline","False","","","",""
"vimplugin-treesitter-grammar-regex","vimplugin-treesitter-grammar-regex","","","","/nix/store/9a173xihgdhwf8g7y1vp4mcwh9lkphg1-vimplugin-treesitter-grammar-regex","['/nix/store/9a173xihgdhwf8g7y1vp4mcwh9lkphg1-vimplugin-treesitter-grammar-regex']","/nix/store/djdnd32rylv184vjpwl0h8psarh41pni-vimplugin-treesitter-grammar-regex.drv","cpe:2.3:a:vimplugin-treesitter-grammar-regex:vimplugin-treesitter-grammar-regex::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-regex","","vimplugin-treesitter-grammar-regex","","https://github.com/tree-sitter/tree-sitter-regex","False","","","",""
"vimplugin-treesitter-grammar-rego","vimplugin-treesitter-grammar-rego","","","","/nix/store/winqyp04r7lmvbhl4i93q587wz4ci821-vimplugin-treesitter-grammar-rego","['/nix/store/winqyp04r7lmvbhl4i93q587wz4ci821-vimplugin-treesitter-grammar-rego']","/nix/store/n2wqzj8z7ys9m5w79n7prkg5v008k8m2-vimplugin-treesitter-grammar-rego.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rego:vimplugin-treesitter-grammar-rego::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rego","","vimplugin-treesitter-grammar-rego","","https://github.com/FallenAngel97/tree-sitter-rego","False","","","",""
"vimplugin-treesitter-grammar-requirements","vimplugin-treesitter-grammar-requirements","","","","/nix/store/dsvj738ks108jfy4fvxxs2lpniymwry0-vimplugin-treesitter-grammar-requirements","['/nix/store/dsvj738ks108jfy4fvxxs2lpniymwry0-vimplugin-treesitter-grammar-requirements']","/nix/store/nxs2zk26m64i7i2ancppzwgr39fpygli-vimplugin-treesitter-grammar-requirements.drv","cpe:2.3:a:vimplugin-treesitter-grammar-requirements:vimplugin-treesitter-grammar-requirements::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-requirements","","vimplugin-treesitter-grammar-requirements","","https://github.com/ObserverOfTime/tree-sitter-requirements","False","","","",""
"vimplugin-treesitter-grammar-rescript","vimplugin-treesitter-grammar-rescript","","","","/nix/store/9142dzk9l72szsjp8qq0jgmyxxfnx1i3-vimplugin-treesitter-grammar-rescript","['/nix/store/9142dzk9l72szsjp8qq0jgmyxxfnx1i3-vimplugin-treesitter-grammar-rescript']","/nix/store/ssyghkbrwhx7vagm37bib5dm6brj8ads-vimplugin-treesitter-grammar-rescript.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rescript:vimplugin-treesitter-grammar-rescript::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rescript","","vimplugin-treesitter-grammar-rescript","","https://github.com/rescript-lang/tree-sitter-rescript","False","","","",""
"vimplugin-treesitter-grammar-rnoweb","vimplugin-treesitter-grammar-rnoweb","","","","/nix/store/lr07y4plqdc8dfgsp3rvk9jirnqdagk3-vimplugin-treesitter-grammar-rnoweb","['/nix/store/lr07y4plqdc8dfgsp3rvk9jirnqdagk3-vimplugin-treesitter-grammar-rnoweb']","/nix/store/1xr4vrg6syn07p01ijhcg5fn7xys0k36-vimplugin-treesitter-grammar-rnoweb.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rnoweb:vimplugin-treesitter-grammar-rnoweb::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rnoweb","","vimplugin-treesitter-grammar-rnoweb","","https://github.com/bamonroe/tree-sitter-rnoweb","False","","","",""
"vimplugin-treesitter-grammar-robot","vimplugin-treesitter-grammar-robot","","","","/nix/store/8kywj6fmgs2475dfjjxv81m56xghssfa-vimplugin-treesitter-grammar-robot","['/nix/store/8kywj6fmgs2475dfjjxv81m56xghssfa-vimplugin-treesitter-grammar-robot']","/nix/store/8p2ins3mhh7125iwyd6iqd2mmdb2hl6z-vimplugin-treesitter-grammar-robot.drv","cpe:2.3:a:vimplugin-treesitter-grammar-robot:vimplugin-treesitter-grammar-robot::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-robot","","vimplugin-treesitter-grammar-robot","","https://github.com/Hubro/tree-sitter-robot","False","","","",""
"vimplugin-treesitter-grammar-robots","vimplugin-treesitter-grammar-robots","","","","/nix/store/1gaax1pcqwjxzfv00493wk75ppxckmvp-vimplugin-treesitter-grammar-robots","['/nix/store/1gaax1pcqwjxzfv00493wk75ppxckmvp-vimplugin-treesitter-grammar-robots']","/nix/store/vnsbzk7ky3a3hxlgdd9dnhdv22lalm5p-vimplugin-treesitter-grammar-robots.drv","cpe:2.3:a:vimplugin-treesitter-grammar-robots:vimplugin-treesitter-grammar-robots::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-robots","","vimplugin-treesitter-grammar-robots","","https://github.com/opa-oz/tree-sitter-robots-txt","False","","","",""
"vimplugin-treesitter-grammar-roc","vimplugin-treesitter-grammar-roc","","","","/nix/store/n6jcf5gaqxawkdili1s9vm3xg0pxa5s3-vimplugin-treesitter-grammar-roc","['/nix/store/n6jcf5gaqxawkdili1s9vm3xg0pxa5s3-vimplugin-treesitter-grammar-roc']","/nix/store/65bnxbb7x775xd6nqrd9y6hznqc1dghk-vimplugin-treesitter-grammar-roc.drv","cpe:2.3:a:vimplugin-treesitter-grammar-roc:vimplugin-treesitter-grammar-roc::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-roc","","vimplugin-treesitter-grammar-roc","","https://github.com/faldor20/tree-sitter-roc","False","","","",""
"vimplugin-treesitter-grammar-ron","vimplugin-treesitter-grammar-ron","","","","/nix/store/3394a5vbp4mn2sh07ll1qw7isxv25z06-vimplugin-treesitter-grammar-ron","['/nix/store/3394a5vbp4mn2sh07ll1qw7isxv25z06-vimplugin-treesitter-grammar-ron']","/nix/store/3pc2i0jh8lfkbbz4pfbp8v64nj3cnzxh-vimplugin-treesitter-grammar-ron.drv","cpe:2.3:a:vimplugin-treesitter-grammar-ron:vimplugin-treesitter-grammar-ron::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-ron","","vimplugin-treesitter-grammar-ron","","https://github.com/amaanq/tree-sitter-ron","False","","","",""
"vimplugin-treesitter-grammar-rst","vimplugin-treesitter-grammar-rst","","","","/nix/store/vn3s8fyry1894kvfqvh85ad8qyf690ql-vimplugin-treesitter-grammar-rst","['/nix/store/vn3s8fyry1894kvfqvh85ad8qyf690ql-vimplugin-treesitter-grammar-rst']","/nix/store/0zmwmnhy8kb1k8zvsivd0nlp4halm2jq-vimplugin-treesitter-grammar-rst.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rst:vimplugin-treesitter-grammar-rst::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rst","","vimplugin-treesitter-grammar-rst","","https://github.com/stsewd/tree-sitter-rst","False","","","",""
"vimplugin-treesitter-grammar-ruby","vimplugin-treesitter-grammar-ruby","","","","/nix/store/ngdbpng1kvvd1fkk9zx5154x2flldpjm-vimplugin-treesitter-grammar-ruby","['/nix/store/ngdbpng1kvvd1fkk9zx5154x2flldpjm-vimplugin-treesitter-grammar-ruby']","/nix/store/i80r5d9lxx7xzfrc72fjiyxjk98jvqb8-vimplugin-treesitter-grammar-ruby.drv","cpe:2.3:a:vimplugin-treesitter-grammar-ruby:vimplugin-treesitter-grammar-ruby::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-ruby","","vimplugin-treesitter-grammar-ruby","","https://github.com/tree-sitter/tree-sitter-ruby","False","","","",""
"vimplugin-treesitter-grammar-runescript","vimplugin-treesitter-grammar-runescript","","","","/nix/store/6jai0g6iq85n7ch1g5sxnxy55vscxf2a-vimplugin-treesitter-grammar-runescript","['/nix/store/6jai0g6iq85n7ch1g5sxnxy55vscxf2a-vimplugin-treesitter-grammar-runescript']","/nix/store/4xjhl2928q69f0gh9vz7k605swdxmy0m-vimplugin-treesitter-grammar-runescript.drv","cpe:2.3:a:vimplugin-treesitter-grammar-runescript:vimplugin-treesitter-grammar-runescript::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-runescript","","vimplugin-treesitter-grammar-runescript","","https://github.com/2004Scape/tree-sitter-runescript","False","","","",""
"vimplugin-treesitter-grammar-rust","vimplugin-treesitter-grammar-rust","","","","/nix/store/fm8adkjyblzaycsda5zw03q56rn4hmp2-vimplugin-treesitter-grammar-rust","['/nix/store/fm8adkjyblzaycsda5zw03q56rn4hmp2-vimplugin-treesitter-grammar-rust']","/nix/store/r0p42kfxjpplfr8napizd09z2z0pfbab-vimplugin-treesitter-grammar-rust.drv","cpe:2.3:a:vimplugin-treesitter-grammar-rust:vimplugin-treesitter-grammar-rust::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-rust","","vimplugin-treesitter-grammar-rust","","https://github.com/tree-sitter/tree-sitter-rust","False","","","",""
"vimplugin-treesitter-grammar-scala","vimplugin-treesitter-grammar-scala","","","","/nix/store/lbcnxmrr51p78qnw6rh1x26qm830dif7-vimplugin-treesitter-grammar-scala","['/nix/store/lbcnxmrr51p78qnw6rh1x26qm830dif7-vimplugin-treesitter-grammar-scala']","/nix/store/1mmf5s56hsj8iypfq3bzgwqdzsv8ak64-vimplugin-treesitter-grammar-scala.drv","cpe:2.3:a:vimplugin-treesitter-grammar-scala:vimplugin-treesitter-grammar-scala::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-scala","","vimplugin-treesitter-grammar-scala","","https://github.com/tree-sitter/tree-sitter-scala","False","","","",""
"vimplugin-treesitter-grammar-scfg","vimplugin-treesitter-grammar-scfg","","","","/nix/store/awgs4r3pgca8xljgqx8i4m80n4jifhzl-vimplugin-treesitter-grammar-scfg","['/nix/store/awgs4r3pgca8xljgqx8i4m80n4jifhzl-vimplugin-treesitter-grammar-scfg']","/nix/store/wbxi8y9yy13g2mgc8pk4aw8j3r9nrxmx-vimplugin-treesitter-grammar-scfg.drv","cpe:2.3:a:vimplugin-treesitter-grammar-scfg:vimplugin-treesitter-grammar-scfg::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-scfg","","vimplugin-treesitter-grammar-scfg","","https://git.sr.ht/~rockorager/tree-sitter-scfg","False","","","",""
"vimplugin-treesitter-grammar-scheme","vimplugin-treesitter-grammar-scheme","","","","/nix/store/z3gw7wlylikkdwa2i6vzh24hwwf9j2pz-vimplugin-treesitter-grammar-scheme","['/nix/store/z3gw7wlylikkdwa2i6vzh24hwwf9j2pz-vimplugin-treesitter-grammar-scheme']","/nix/store/7pcglj8wa4jx5q53x6brxwz0mjslg44d-vimplugin-treesitter-grammar-scheme.drv","cpe:2.3:a:vimplugin-treesitter-grammar-scheme:vimplugin-treesitter-grammar-scheme::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-scheme","","vimplugin-treesitter-grammar-scheme","","https://github.com/6cdh/tree-sitter-scheme","False","","","",""
"vimplugin-treesitter-grammar-scss","vimplugin-treesitter-grammar-scss","","","","/nix/store/a06cfpp8qpfnnsr1c87x93c9gn9b7ig5-vimplugin-treesitter-grammar-scss","['/nix/store/a06cfpp8qpfnnsr1c87x93c9gn9b7ig5-vimplugin-treesitter-grammar-scss']","/nix/store/lbmmsw8jc4s1dshpwyvpnrssjyf2wmi3-vimplugin-treesitter-grammar-scss.drv","cpe:2.3:a:vimplugin-treesitter-grammar-scss:vimplugin-treesitter-grammar-scss::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-scss","","vimplugin-treesitter-grammar-scss","","https://github.com/serenadeai/tree-sitter-scss","False","","","",""
"vimplugin-treesitter-grammar-sflog","vimplugin-treesitter-grammar-sflog","","","","/nix/store/x5am3aa5x3d34nl0wjhzwhs52igb4p1s-vimplugin-treesitter-grammar-sflog","['/nix/store/x5am3aa5x3d34nl0wjhzwhs52igb4p1s-vimplugin-treesitter-grammar-sflog']","/nix/store/7b4qgmclr2qvrgwf6zk5rif4nc88172j-vimplugin-treesitter-grammar-sflog.drv","cpe:2.3:a:vimplugin-treesitter-grammar-sflog:vimplugin-treesitter-grammar-sflog::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-sflog","","vimplugin-treesitter-grammar-sflog","","https://github.com/aheber/tree-sitter-sfapex","False","","","",""
"vimplugin-treesitter-grammar-slang","vimplugin-treesitter-grammar-slang","","","","/nix/store/rj58cz7511cgcaax387zn6pvvf678i8w-vimplugin-treesitter-grammar-slang","['/nix/store/rj58cz7511cgcaax387zn6pvvf678i8w-vimplugin-treesitter-grammar-slang']","/nix/store/7147njrvk01qgcangz6zc0r681p1dj19-vimplugin-treesitter-grammar-slang.drv","cpe:2.3:a:vimplugin-treesitter-grammar-slang:vimplugin-treesitter-grammar-slang::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-slang","","vimplugin-treesitter-grammar-slang","","https://github.com/theHamsta/tree-sitter-slang","False","","","",""
"vimplugin-treesitter-grammar-slim","vimplugin-treesitter-grammar-slim","","","","/nix/store/3qxbr8vsm3paqnxd2297nf188d5a4p7p-vimplugin-treesitter-grammar-slim","['/nix/store/3qxbr8vsm3paqnxd2297nf188d5a4p7p-vimplugin-treesitter-grammar-slim']","/nix/store/25w16crgk39pyvzf9m3dz32ki2c47jr1-vimplugin-treesitter-grammar-slim.drv","cpe:2.3:a:vimplugin-treesitter-grammar-slim:vimplugin-treesitter-grammar-slim::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-slim","","vimplugin-treesitter-grammar-slim","","https://github.com/theoo/tree-sitter-slim","False","","","",""
"vimplugin-treesitter-grammar-slint","vimplugin-treesitter-grammar-slint","","","","/nix/store/4wykns4d8bbp75y78dj9a1gj44vd7pnh-vimplugin-treesitter-grammar-slint","['/nix/store/4wykns4d8bbp75y78dj9a1gj44vd7pnh-vimplugin-treesitter-grammar-slint']","/nix/store/45hj5sg3lz4fz4f1l02ygzb3w53pshq9-vimplugin-treesitter-grammar-slint.drv","cpe:2.3:a:vimplugin-treesitter-grammar-slint:vimplugin-treesitter-grammar-slint::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-slint","","vimplugin-treesitter-grammar-slint","","https://github.com/jrmoulton/tree-sitter-slint","False","","","",""
"vimplugin-treesitter-grammar-smali","vimplugin-treesitter-grammar-smali","","","","/nix/store/x9znwv6505jxfyngyjl51rh0nkphs0gn-vimplugin-treesitter-grammar-smali","['/nix/store/x9znwv6505jxfyngyjl51rh0nkphs0gn-vimplugin-treesitter-grammar-smali']","/nix/store/gca9ag7h82scv7igdsjivj9mnv2rcys3-vimplugin-treesitter-grammar-smali.drv","cpe:2.3:a:vimplugin-treesitter-grammar-smali:vimplugin-treesitter-grammar-smali::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-smali","","vimplugin-treesitter-grammar-smali","","https://git.sr.ht/~yotam/tree-sitter-smali","False","","","",""
"vimplugin-treesitter-grammar-smithy","vimplugin-treesitter-grammar-smithy","","","","/nix/store/sm8np4pvawqqv7r6lrwcq7q8dl3hylv7-vimplugin-treesitter-grammar-smithy","['/nix/store/sm8np4pvawqqv7r6lrwcq7q8dl3hylv7-vimplugin-treesitter-grammar-smithy']","/nix/store/fga7b0z6j6011h3gmz0gc3qg34dhpaip-vimplugin-treesitter-grammar-smithy.drv","cpe:2.3:a:vimplugin-treesitter-grammar-smithy:vimplugin-treesitter-grammar-smithy::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-smithy","","vimplugin-treesitter-grammar-smithy","","https://github.com/indoorvivants/tree-sitter-smithy","False","","","",""
"vimplugin-treesitter-grammar-snakemake","vimplugin-treesitter-grammar-snakemake","","","","/nix/store/v8kh0ihr672hi61h1r4ghilsj8bm3l9l-vimplugin-treesitter-grammar-snakemake","['/nix/store/v8kh0ihr672hi61h1r4ghilsj8bm3l9l-vimplugin-treesitter-grammar-snakemake']","/nix/store/fvz55ip43xxhn6s3gvhrl8i2snbcllaj-vimplugin-treesitter-grammar-snakemake.drv","cpe:2.3:a:vimplugin-treesitter-grammar-snakemake:vimplugin-treesitter-grammar-snakemake::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-snakemake","","vimplugin-treesitter-grammar-snakemake","","https://github.com/osthomas/tree-sitter-snakemake","False","","","",""
"vimplugin-treesitter-grammar-solidity","vimplugin-treesitter-grammar-solidity","","","","/nix/store/n3avlqx7s42i61lzcc4rhqr89s34j8l4-vimplugin-treesitter-grammar-solidity","['/nix/store/n3avlqx7s42i61lzcc4rhqr89s34j8l4-vimplugin-treesitter-grammar-solidity']","/nix/store/9zvvjiwm4jkcrb12v8kxpbqcwiszslqi-vimplugin-treesitter-grammar-solidity.drv","cpe:2.3:a:vimplugin-treesitter-grammar-solidity:vimplugin-treesitter-grammar-solidity::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-solidity","","vimplugin-treesitter-grammar-solidity","","https://github.com/JoranHonig/tree-sitter-solidity","False","","","",""
"vimplugin-treesitter-grammar-soql","vimplugin-treesitter-grammar-soql","","","","/nix/store/yv653h157bld6smh0l4varb4j3f94nsj-vimplugin-treesitter-grammar-soql","['/nix/store/yv653h157bld6smh0l4varb4j3f94nsj-vimplugin-treesitter-grammar-soql']","/nix/store/v8cl8k6d5kkgf4qnxjskx15ki9hnqqpp-vimplugin-treesitter-grammar-soql.drv","cpe:2.3:a:vimplugin-treesitter-grammar-soql:vimplugin-treesitter-grammar-soql::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-soql","","vimplugin-treesitter-grammar-soql","","https://github.com/aheber/tree-sitter-sfapex","False","","","",""
"vimplugin-treesitter-grammar-sosl","vimplugin-treesitter-grammar-sosl","","","","/nix/store/hbpyr0271qd94iv3qk25gr64cnhqjl3r-vimplugin-treesitter-grammar-sosl","['/nix/store/hbpyr0271qd94iv3qk25gr64cnhqjl3r-vimplugin-treesitter-grammar-sosl']","/nix/store/f7hjijxr9ff3mqg5mnndakbvmzs827nv-vimplugin-treesitter-grammar-sosl.drv","cpe:2.3:a:vimplugin-treesitter-grammar-sosl:vimplugin-treesitter-grammar-sosl::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-sosl","","vimplugin-treesitter-grammar-sosl","","https://github.com/aheber/tree-sitter-sfapex","False","","","",""
"vimplugin-treesitter-grammar-sourcepawn","vimplugin-treesitter-grammar-sourcepawn","","","","/nix/store/qgryj7s1854zmn14mwyai9nifja4lgss-vimplugin-treesitter-grammar-sourcepawn","['/nix/store/qgryj7s1854zmn14mwyai9nifja4lgss-vimplugin-treesitter-grammar-sourcepawn']","/nix/store/fbkfpdm2yw43zx5ym2aq3di8a11nv7qn-vimplugin-treesitter-grammar-sourcepawn.drv","cpe:2.3:a:vimplugin-treesitter-grammar-sourcepawn:vimplugin-treesitter-grammar-sourcepawn::*:*:*:*:*:*:*","pkg:nix/vimplugin-treesitter-grammar-sourcepawn","","vimplugin-treesitter-grammar-sourcepawn","","https://github.com/nilshelmig/tree-sitter-sourcepawn","False","","","",""
